Date,High,Low,Open,Close,Volume,Adj Close,ma7,ma30,ma90,upper_bollinger_band,lower_bollinger_band,daily_returns,sharpe
2020-06-27,9197.546875,8975.525390625,9048.4609375,9143.58203125,14560870760.0,9143.58203125,,,,,,0.0,
2020-06-28,9237.5732421875,9041.8759765625,9140.029296875,9190.8544921875,16460547078.0,9190.8544921875,,,,,,0.005170015512075743,0.006807306677126675
2020-06-29,9217.8359375,9084.837890625,9185.5810546875,9137.9931640625,15735797744.0,9137.9931640625,,,,,,-0.005751513982724221,-0.0008047926249656486
2020-06-30,9309.7548828125,9104.7353515625,9145.9853515625,9228.3251953125,15971550355.0,9228.3251953125,,,,,,0.00988532488788163,0.01220328234555856
2020-07-01,9274.962890625,9036.623046875,9231.1396484375,9123.41015625,16338916796.0,9123.41015625,,,,,,-0.011368806022981404,-0.002904721886065554
2020-07-02,9202.3447265625,9058.794921875,9124.8427734375,9087.3037109375,13078970999.0,9087.3037109375,,,,,,-0.00395756024273064,-0.008103911285219662
2020-07-03,9183.2958984375,9053.6298828125,9084.2333984375,9132.48828125,12290528515.0,9132.48828125,9149.13671875,,,,,0.004972274697731871,-0.0015974889126903489
2020-07-04,9162.18359375,8977.015625,9126.0908203125,9073.9423828125,12903406143.0,9073.9423828125,9139.188197544643,,,,,-0.00641072801130238,-0.010027862371034533
2020-07-05,9375.474609375,9058.6640625,9072.849609375,9375.474609375,17889263252.0,9375.474609375,9165.5625,,,,,0.0332305643833104,0.033394724760848864
2020-07-06,9360.6171875,9201.8154296875,9349.1611328125,9252.27734375,13839652595.0,9252.27734375,9181.88881138393,,,,,-0.01314037643510968,0.015652579273459127
2020-07-07,9450.3359375,9249.5,9253.0205078125,9428.3330078125,19702359883.0,9428.3330078125,9210.461356026786,,,,,0.019028359994139876,0.0410074751606441
2020-07-08,9431.37890625,9234.9990234375,9427.994140625,9277.9677734375,18000702524.0,9277.9677734375,9232.541015625,,,,,-0.015948231171979632,0.019352256993230673
2020-07-09,9287.4716796875,9118.001953125,9273.357421875,9278.8076171875,16860035605.0,9278.8076171875,9259.898716517857,,,,,9.052022711308894e-05,0.01947320381062319
2020-07-10,9293.5322265625,9199.4853515625,9277.51171875,9240.3466796875,13249910444.0,9240.3466796875,9275.307059151786,,,,,-0.004145030168397623,0.013934464069927653
2020-07-11,9319.4189453125,9197.4501953125,9241.0546875,9276.5,14452361907.0,9276.5,9304.243861607143,,,,,0.003912550206798482,0.01914088147929553
2020-07-12,9306.4052734375,9224.29296875,9277.205078125,9243.6142578125,17519821266.0,9243.6142578125,9285.406668526786,,,,,-0.003545059255915528,0.014405021377905853
2020-07-13,9283.841796875,9171.6611328125,9238.703125,9243.2138671875,18085038362.0,9243.2138671875,9284.111886160714,,,,,-4.331537576462985e-05,0.01434736188563172
2020-07-14,9275.3251953125,9171.93359375,9241.8974609375,9192.8369140625,15844731575.0,9192.8369140625,9250.46958705357,,,,,-0.005450155524782674,0.007092782680694235
2020-07-15,9214.3125,9088.947265625,9191.98046875,9132.2275390625,15713967523.0,9132.2275390625,9229.64955357143,,,,,-0.006593108913667822,-0.0016350353985502867
2020-07-16,9182.25390625,9089.2021484375,9131.8125,9151.392578125,13944570749.0,9151.392578125,9211.44740513393,,,9394.599217987909,9026.489942168342,0.002098616025556055,0.0011247173506468277
2020-07-17,9230.9833984375,9100.82421875,9151.18359375,9159.0400390625,12252601475.0,9159.0400390625,9199.83217075893,,,9394.314925688694,9028.320035248806,0.0008356608977502233,0.0022259554799078755
2020-07-18,9201.3984375,9097.6328125,9158.005859375,9185.8173828125,12939002784.0,9185.8173828125,9186.877511160714,,,9394.19546735432,9027.935782645678,0.002923597193133398,0.006081946022960199
2020-07-19,9214.2705078125,9137.509765625,9187.220703125,9164.2314453125,13755604146.0,9164.2314453125,9175.537109375,,,9393.66997190763,9031.08510621737,-0.0023499201650132306,0.002973523415531698
2020-07-20,9407.2626953125,9149.3896484375,9162.5146484375,9374.8876953125,18069581956.0,9374.8876953125,9194.34765625,,,9415.018740298698,9024.392587826302,0.02298678850016933,0.0333101977914256
2020-07-21,9530.5185546875,9319.6533203125,9375.080078125,9525.36328125,16532254884.0,9525.36328125,9241.85142299107,,,9472.532947807824,9007.073692817175,0.016050921443329758,0.05498254015613977
2020-07-22,9610.2470703125,9483.00390625,9527.1416015625,9581.072265625,18146399002.0,9581.072265625,9305.972098214286,,,9531.361564757219,8997.621931336533,0.00584848921034431,0.0630065422691786
2020-07-23,9623.3369140625,9481.4541015625,9585.5146484375,9536.892578125,16552768325.0,9536.892578125,9361.043526785714,,,9570.108372635174,8999.315553146078,-0.004611142289210002,0.05664313268482749
2020-07-24,9704.556640625,9530.2119140625,9539.4853515625,9677.11328125,16610070933.0,9677.11328125,9435.053989955357,,,9632.180582935573,8997.560432689428,0.014702976045533722,0.07684034124235993
2020-07-25,10023.8076171875,9652.84765625,9680.234375,9905.1669921875,20507998997.0,9905.1669921875,9537.81821986607,,,9754.049834875326,8928.660419030924,0.023566295475673238,0.10969233633779603
2020-07-26,11298.2216796875,9903.9697265625,9905.2177734375,10990.873046875,35359749590.0,10990.873046875,9798.767020089286,9343.711653645832,,10270.69300736025,8585.8768168585,0.1096100707382146,0.26614797643129645
2020-07-27,11204.3271484375,10632.6318359375,11017.4638671875,10912.8232421875,28766551142.0,10912.8232421875,10018.472098214286,9402.686360677084,,10575.087491981303,8429.931355674948,-0.007101328925793737,0.2548976650701423
2020-07-28,11304.3974609375,10856.1416015625,10912.953125,11100.4677734375,24617249715.0,11100.4677734375,10243.487025669643,9466.34013671875,,10875.203302414991,8312.06554524126,0.017194865809297744,0.2819460010231774
2020-07-29,11169.3564453125,10895.455078125,11099.8330078125,11111.2138671875,22857247901.0,11111.2138671875,10462.078683035714,9532.11416015625,,11124.372526807078,8246.136945849172,0.0009680757576464583,0.28349509142156876
2020-07-30,11415.8642578125,10987.0537109375,11110.2109375,11323.466796875,23160469766.0,11323.466796875,10717.30357142857,9601.952213541666,,11385.877972040427,8192.943512334572,0.0191025870102548,0.31409384234019666
2020-07-31,11794.775390625,11239.6826171875,11322.5703125,11759.5927734375,26075670303.0,11759.5927734375,11014.80064174107,9689.824967447918,,11715.12105344127,8112.00970827748,0.03851523428168302,0.3769763753113095
2020-08-01,12034.14453125,11018.1298828125,11758.7646484375,11053.6142578125,27410067336.0,11053.6142578125,11178.864536830357,9755.36865234375,,11845.328415973978,8162.802345744772,-0.060034265575901635,0.2751919847034157
2020-08-02,11453.0791015625,11012.4150390625,11043.7685546875,11246.3486328125,20271713443.0,11246.3486328125,11215.361049107143,9825.8306640625,,11988.641931515722,8219.802306765527,0.017436321777176023,0.30297598524623004
